StartTime,saddr,sport,dir,daddr,dport,proto,state,dur,tot_pkts,tot_bytes,src_bytes,flags,Label,is_malicious
1628597012.5035622,192.168.1.105,56276,->,10.0.0.22,250,tcp,INT,0.001,2,120,120,S,From-Botnet-V42-TCP-Attempt,1
1628597036.3138742,192.168.1.105,53582,->,10.0.0.7,137,tcp,INT,0.001,2,120,120,S,From-Botnet-V42-TCP-Attempt,1
1628597014.667825,192.168.1.105,57159,->,10.0.0.23,477,tcp,INT,0.001,2,120,120,S,From-Botnet-V42-TCP-Attempt,1
1628597065.358559,192.168.1.105,54237,->,10.0.0.39,995,tcp,INT,0.001,2,120,120,S,From-Botnet-V42-TCP-Attempt,1
1628597037.438085,192.168.1.105,52713,->,10.0.0.39,273,tcp,INT,0.001,2,120,120,S,From-Botnet-V42-TCP-Attempt,1
1628597097.030123,192.168.1.105,52375,->,10.0.0.35,620,tcp,INT,0.001,2,120,120,S,From-Botnet-V42-TCP-Attempt,1
1628597001.7020395,192.168.1.105,62561,->,10.0.0.3,805,tcp,INT,0.001,2,120,120,S,From-Botnet-V42-TCP-Attempt,1
1628597075.4477239,192.168.1.105,64473,->,10.0.0.23,364,tcp,INT,0.001,2,120,120,S,From-Botnet-V42-TCP-Attempt,1
1628597083.0369966,192.168.1.105,61303,->,10.0.0.49,516,tcp,INT,0.001,2,120,120,S,From-Botnet-V42-TCP-Attempt,1
1628597122.3301697,192.168.1.105,50072,->,10.0.0.13,722,tcp,INT,0.001,2,120,120,S,From-Botnet-V42-TCP-Attempt,1
1628597073.6302598,192.168.1.105,57836,->,10.0.0.42,108,tcp,INT,0.001,2,120,120,S,From-Botnet-V42-TCP-Attempt,1
1628597021.9327054,192.168.1.105,57654,->,10.0.0.35,170,tcp,INT,0.001,2,120,120,S,From-Botnet-V42-TCP-Attempt,1
1628597158.2614365,192.168.1.105,53498,->,10.0.0.13,141,tcp,INT,0.001,2,120,120,S,From-Botnet-V42-TCP-Attempt,1
1628597049.1135,192.168.1.105,63071,->,10.0.0.35,891,tcp,INT,0.001,2,120,120,S,From-Botnet-V42-TCP-Attempt,1
1628597159.62814,192.168.1.105,65523,->,10.0.0.29,958,tcp,INT,0.001,2,120,120,S,From-Botnet-V42-TCP-Attempt,1
1628596995.937814,192.168.1.105,61757,->,10.0.0.44,697,tcp,INT,0.001,2,120,120,S,From-Botnet-V42-TCP-Attempt,1
1628597229.6908648,192.168.1.105,50923,->,198.51.100.45,80,tcp,CON,2.5,40,85000,1500,SPA,From-Botnet-V49-TCP-HTTP-Binary-Download,1
1628597278.0900164,192.168.1.105,53513,->,198.51.100.45,80,tcp,CON,2.5,40,85000,1500,SPA,From-Botnet-V49-TCP-HTTP-Binary-Download,1
1628597171.0039203,192.168.1.105,57342,->,198.51.100.45,80,tcp,CON,2.5,40,85000,1500,SPA,From-Botnet-V49-TCP-HTTP-Binary-Download,1
1628597210.5628402,192.168.1.105,61828,->,198.51.100.45,80,tcp,CON,2.5,40,85000,1500,SPA,From-Botnet-V49-TCP-HTTP-Binary-Download,1
1628597247.8726168,192.168.1.105,52912,->,198.51.100.45,80,tcp,CON,2.5,40,85000,1500,SPA,From-Botnet-V49-TCP-HTTP-Binary-Download,1
1628597173.2568936,192.168.1.105,50317,->,198.51.100.45,80,tcp,CON,2.5,40,85000,1500,SPA,From-Botnet-V49-TCP-HTTP-Binary-Download,1
1628597195.640345,192.168.1.105,51185,->,198.51.100.45,80,tcp,CON,2.5,40,85000,1500,SPA,From-Botnet-V49-TCP-HTTP-Binary-Download,1
1628597195.5569744,192.168.1.105,63421,->,198.51.100.45,80,tcp,CON,2.5,40,85000,1500,SPA,From-Botnet-V49-TCP-HTTP-Binary-Download,1
1628597230.6930242,192.168.1.105,57775,->,198.51.100.45,80,tcp,CON,2.5,40,85000,1500,SPA,From-Botnet-V49-TCP-HTTP-Binary-Download,1
1628597162.1448722,192.168.1.105,57325,->,198.51.100.45,80,tcp,CON,2.5,40,85000,1500,SPA,From-Botnet-V49-TCP-HTTP-Binary-Download,1
1628597165.4120812,192.168.1.105,53646,->,198.51.100.45,80,tcp,CON,2.5,40,85000,1500,SPA,From-Botnet-V49-TCP-HTTP-Binary-Download,1
1628597206.1191976,192.168.1.105,56663,->,198.51.100.45,80,tcp,CON,2.5,40,85000,1500,SPA,From-Botnet-V49-TCP-HTTP-Binary-Download,1
1628597174.9325068,192.168.1.105,59578,->,198.51.100.45,80,tcp,CON,2.5,40,85000,1500,SPA,From-Botnet-V49-TCP-HTTP-Binary-Download,1
1628597273.995342,192.168.1.105,59452,->,198.51.100.45,80,tcp,CON,2.5,40,85000,1500,SPA,From-Botnet-V49-TCP-HTTP-Binary-Download,1
1628597191.0779183,192.168.1.105,64891,->,198.51.100.45,80,tcp,CON,2.5,40,85000,1500,SPA,From-Botnet-V49-TCP-HTTP-Binary-Download,1
1628597210.109693,192.168.1.105,58807,->,198.51.100.45,80,tcp,CON,2.5,40,85000,1500,SPA,From-Botnet-V49-TCP-HTTP-Binary-Download,1
1628597266.1038773,192.168.1.105,60759,->,198.51.100.45,80,tcp,CON,2.5,40,85000,1500,SPA,From-Botnet-V49-TCP-HTTP-Binary-Download,1
1628597216.0881813,192.168.1.105,51020,->,198.51.100.45,80,tcp,CON,2.5,40,85000,1500,SPA,From-Botnet-V49-TCP-HTTP-Binary-Download,1
1628597278.7021892,192.168.1.105,57030,->,198.51.100.45,80,tcp,CON,2.5,40,85000,1500,SPA,From-Botnet-V49-TCP-HTTP-Binary-Download,1
1628597278.9402351,192.168.1.105,54842,->,198.51.100.45,80,tcp,CON,2.5,40,85000,1500,SPA,From-Botnet-V49-TCP-HTTP-Binary-Download,1
1628597208.1896284,192.168.1.105,65372,->,198.51.100.45,80,tcp,CON,2.5,40,85000,1500,SPA,From-Botnet-V49-TCP-HTTP-Binary-Download,1
1628597237.957598,192.168.1.105,58228,->,198.51.100.45,80,tcp,CON,2.5,40,85000,1500,SPA,From-Botnet-V49-TCP-HTTP-Binary-Download,1
1628597259.677102,192.168.1.105,50541,->,198.51.100.45,80,tcp,CON,2.5,40,85000,1500,SPA,From-Botnet-V49-TCP-HTTP-Binary-Download,1
1628597187.6803775,192.168.1.105,61665,->,198.51.100.45,80,tcp,CON,2.5,40,85000,1500,SPA,From-Botnet-V49-TCP-HTTP-Binary-Download,1
1628597206.0908735,192.168.1.105,50088,->,198.51.100.45,80,tcp,CON,2.5,40,85000,1500,SPA,From-Botnet-V49-TCP-HTTP-Binary-Download,1
1628597182.3725915,192.168.1.105,55554,->,198.51.100.45,80,tcp,CON,2.5,40,85000,1500,SPA,From-Botnet-V49-TCP-HTTP-Binary-Download,1
1628597259.1446836,192.168.1.105,65028,->,198.51.100.45,80,tcp,CON,2.5,40,85000,1500,SPA,From-Botnet-V49-TCP-HTTP-Binary-Download,1
1628597166.941121,192.168.1.105,56366,->,198.51.100.45,80,tcp,CON,2.5,40,85000,1500,SPA,From-Botnet-V49-TCP-HTTP-Binary-Download,1
1628597185.9588828,192.168.1.105,62984,->,198.51.100.45,80,tcp,CON,2.5,40,85000,1500,SPA,From-Botnet-V49-TCP-HTTP-Binary-Download,1
1628597271.3302739,192.168.1.105,51065,->,198.51.100.45,80,tcp,CON,2.5,40,85000,1500,SPA,From-Botnet-V49-TCP-HTTP-Binary-Download,1
1628597279.8300993,192.168.1.105,54321,<->,203.0.113.88,6667,tcp,CON,0.05,6,520,260,PA,From-Botnet-V45-TCP-CC106-IRC-Not-Encrypted,1
1628597290.0177376,192.168.1.105,54321,<->,203.0.113.88,6667,tcp,CON,0.05,6,520,260,PA,From-Botnet-V45-TCP-CC106-IRC-Not-Encrypted,1
1628597299.8169184,192.168.1.105,54321,<->,203.0.113.88,6667,tcp,CON,0.05,6,520,260,PA,From-Botnet-V45-TCP-CC106-IRC-Not-Encrypted,1
1628597310.3167372,192.168.1.105,54321,<->,203.0.113.88,6667,tcp,CON,0.05,6,520,260,PA,From-Botnet-V45-TCP-CC106-IRC-Not-Encrypted,1
1628597320.2235675,192.168.1.105,54321,<->,203.0.113.88,6667,tcp,CON,0.05,6,520,260,PA,From-Botnet-V45-TCP-CC106-IRC-Not-Encrypted,1
1628597329.933406,192.168.1.105,54321,<->,203.0.113.88,6667,tcp,CON,0.05,6,520,260,PA,From-Botnet-V45-TCP-CC106-IRC-Not-Encrypted,1
1628597339.7754333,192.168.1.105,54321,<->,203.0.113.88,6667,tcp,CON,0.05,6,520,260,PA,From-Botnet-V45-TCP-CC106-IRC-Not-Encrypted,1
1628597349.9121628,192.168.1.105,54321,<->,203.0.113.88,6667,tcp,CON,0.05,6,520,260,PA,From-Botnet-V45-TCP-CC106-IRC-Not-Encrypted,1
1628597359.981901,192.168.1.105,54321,<->,203.0.113.88,6667,tcp,CON,0.05,6,520,260,PA,From-Botnet-V45-TCP-CC106-IRC-Not-Encrypted,1
1628597369.8238137,192.168.1.105,54321,<->,203.0.113.88,6667,tcp,CON,0.05,6,520,260,PA,From-Botnet-V45-TCP-CC106-IRC-Not-Encrypted,1
1628597379.9930978,192.168.1.105,54321,<->,203.0.113.88,6667,tcp,CON,0.05,6,520,260,PA,From-Botnet-V45-TCP-CC106-IRC-Not-Encrypted,1
1628597389.9812422,192.168.1.105,54321,<->,203.0.113.88,6667,tcp,CON,0.05,6,520,260,PA,From-Botnet-V45-TCP-CC106-IRC-Not-Encrypted,1
1628597400.0125155,192.168.1.105,54321,<->,203.0.113.88,6667,tcp,CON,0.05,6,520,260,PA,From-Botnet-V45-TCP-CC106-IRC-Not-Encrypted,1
1628597410.0229645,192.168.1.105,54321,<->,203.0.113.88,6667,tcp,CON,0.05,6,520,260,PA,From-Botnet-V45-TCP-CC106-IRC-Not-Encrypted,1
1628597419.9034383,192.168.1.105,54321,<->,203.0.113.88,6667,tcp,CON,0.05,6,520,260,PA,From-Botnet-V45-TCP-CC106-IRC-Not-Encrypted,1
1628597429.9146585,192.168.1.105,54321,<->,203.0.113.88,6667,tcp,CON,0.05,6,520,260,PA,From-Botnet-V45-TCP-CC106-IRC-Not-Encrypted,1
1628597440.0045593,192.168.1.105,54321,<->,203.0.113.88,6667,tcp,CON,0.05,6,520,260,PA,From-Botnet-V45-TCP-CC106-IRC-Not-Encrypted,1
1628597449.9369009,192.168.1.105,54321,<->,203.0.113.88,6667,tcp,CON,0.05,6,520,260,PA,From-Botnet-V45-TCP-CC106-IRC-Not-Encrypted,1
1628597460.0907495,192.168.1.105,54321,<->,203.0.113.88,6667,tcp,CON,0.05,6,520,260,PA,From-Botnet-V45-TCP-CC106-IRC-Not-Encrypted,1
1628597470.0035894,192.168.1.105,54321,<->,203.0.113.88,6667,tcp,CON,0.05,6,520,260,PA,From-Botnet-V45-TCP-CC106-IRC-Not-Encrypted,1
1628597480.1865003,192.168.1.105,54321,<->,203.0.113.88,6667,tcp,CON,0.05,6,520,260,PA,From-Botnet-V45-TCP-CC106-IRC-Not-Encrypted,1
1628597490.0820482,192.168.1.105,54321,<->,203.0.113.88,6667,tcp,CON,0.05,6,520,260,PA,From-Botnet-V45-TCP-CC106-IRC-Not-Encrypted,1
1628597500.1103714,192.168.1.105,54321,<->,203.0.113.88,6667,tcp,CON,0.05,6,520,260,PA,From-Botnet-V45-TCP-CC106-IRC-Not-Encrypted,1
1628597510.0132565,192.168.1.105,54321,<->,203.0.113.88,6667,tcp,CON,0.05,6,520,260,PA,From-Botnet-V45-TCP-CC106-IRC-Not-Encrypted,1
1628597696.1383805,192.168.1.105,53463,->,203.0.113.88,443,tcp,CON,4.2,250,350000,340000,PA,From-Botnet-V42-TCP-Attempt-SPAM,1
1628597711.3822453,192.168.1.105,52391,->,203.0.113.88,443,tcp,CON,4.2,250,350000,340000,PA,From-Botnet-V42-TCP-Attempt-SPAM,1
1628597578.8685277,192.168.1.105,64058,->,203.0.113.88,443,tcp,CON,4.2,250,350000,340000,PA,From-Botnet-V42-TCP-Attempt-SPAM,1
1628597728.1506083,192.168.1.105,50856,->,203.0.113.88,443,tcp,CON,4.2,250,350000,340000,PA,From-Botnet-V42-TCP-Attempt-SPAM,1
1628597600.1621308,192.168.1.105,51756,->,203.0.113.88,443,tcp,CON,4.2,250,350000,340000,PA,From-Botnet-V42-TCP-Attempt-SPAM,1
1628597687.3931508,192.168.1.105,62633,->,203.0.113.88,443,tcp,CON,4.2,250,350000,340000,PA,From-Botnet-V42-TCP-Attempt-SPAM,1
1628597545.4001825,192.168.1.105,52890,->,203.0.113.88,443,tcp,CON,4.2,250,350000,340000,PA,From-Botnet-V42-TCP-Attempt-SPAM,1
1628597700.6519935,192.168.1.105,55302,->,203.0.113.88,443,tcp,CON,4.2,250,350000,340000,PA,From-Botnet-V42-TCP-Attempt-SPAM,1
1628597731.592912,192.168.1.105,49708,->,203.0.113.88,443,tcp,CON,4.2,250,350000,340000,PA,From-Botnet-V42-TCP-Attempt-SPAM,1
1628597729.2424467,192.168.1.105,65522,->,203.0.113.88,443,tcp,CON,4.2,250,350000,340000,PA,From-Botnet-V42-TCP-Attempt-SPAM,1
1628597730.9771552,192.168.1.105,61865,->,203.0.113.88,443,tcp,CON,4.2,250,350000,340000,PA,From-Botnet-V42-TCP-Attempt-SPAM,1
1628597550.9287682,192.168.1.105,55658,->,203.0.113.88,443,tcp,CON,4.2,250,350000,340000,PA,From-Botnet-V42-TCP-Attempt-SPAM,1
1628597574.8700387,192.168.1.105,58918,->,203.0.113.88,443,tcp,CON,4.2,250,350000,340000,PA,From-Botnet-V42-TCP-Attempt-SPAM,1
1628597558.582375,192.168.1.105,51555,->,203.0.113.88,443,tcp,CON,4.2,250,350000,340000,PA,From-Botnet-V42-TCP-Attempt-SPAM,1
1628597653.4836164,192.168.1.105,57932,->,203.0.113.88,443,tcp,CON,4.2,250,350000,340000,PA,From-Botnet-V42-TCP-Attempt-SPAM,1
1628597641.792256,192.168.1.105,49446,->,203.0.113.88,443,tcp,CON,4.2,250,350000,340000,PA,From-Botnet-V42-TCP-Attempt-SPAM,1
1628597566.3518875,192.168.1.105,62988,->,203.0.113.88,443,tcp,CON,4.2,250,350000,340000,PA,From-Botnet-V42-TCP-Attempt-SPAM,1
1628597668.0624604,192.168.1.105,50288,->,203.0.113.88,443,tcp,CON,4.2,250,350000,340000,PA,From-Botnet-V42-TCP-Attempt-SPAM,1
1628597654.362635,192.168.1.105,61799,->,203.0.113.88,443,tcp,CON,4.2,250,350000,340000,PA,From-Botnet-V42-TCP-Attempt-SPAM,1
1628597582.3528595,192.168.1.105,62139,->,203.0.113.88,443,tcp,CON,4.2,250,350000,340000,PA,From-Botnet-V42-TCP-Attempt-SPAM,1
1628597522.1773772,192.168.1.105,63852,->,203.0.113.88,443,tcp,CON,4.2,250,350000,340000,PA,From-Botnet-V42-TCP-Attempt-SPAM,1
1628597707.1628947,192.168.1.105,54597,->,203.0.113.88,443,tcp,CON,4.2,250,350000,340000,PA,From-Botnet-V42-TCP-Attempt-SPAM,1
1628597588.0023077,192.168.1.105,60870,->,203.0.113.88,443,tcp,CON,4.2,250,350000,340000,PA,From-Botnet-V42-TCP-Attempt-SPAM,1
1628597649.9039788,192.168.1.105,58591,->,203.0.113.88,443,tcp,CON,4.2,250,350000,340000,PA,From-Botnet-V42-TCP-Attempt-SPAM,1
1628597721.6291606,192.168.1.105,50587,->,203.0.113.88,443,tcp,CON,4.2,250,350000,340000,PA,From-Botnet-V42-TCP-Attempt-SPAM,1
1628597671.8292544,192.168.1.105,58589,->,203.0.113.88,443,tcp,CON,4.2,250,350000,340000,PA,From-Botnet-V42-TCP-Attempt-SPAM,1
1628597700.88772,192.168.1.105,49429,->,203.0.113.88,443,tcp,CON,4.2,250,350000,340000,PA,From-Botnet-V42-TCP-Attempt-SPAM,1
1628597744.9348369,192.168.1.105,51039,->,203.0.113.88,443,tcp,CON,4.2,250,350000,340000,PA,From-Botnet-V42-TCP-Attempt-SPAM,1
1628597705.004986,192.168.1.105,56643,->,203.0.113.88,443,tcp,CON,4.2,250,350000,340000,PA,From-Botnet-V42-TCP-Attempt-SPAM,1
1628597592.231256,192.168.1.105,50192,->,203.0.113.88,443,tcp,CON,4.2,250,350000,340000,PA,From-Botnet-V42-TCP-Attempt-SPAM,1
1628597705.0362303,192.168.1.105,63888,->,203.0.113.88,443,tcp,CON,4.2,250,350000,340000,PA,From-Botnet-V42-TCP-Attempt-SPAM,1
1628597659.7209105,192.168.1.105,51904,->,203.0.113.88,443,tcp,CON,4.2,250,350000,340000,PA,From-Botnet-V42-TCP-Attempt-SPAM,1
1628597533.9009106,192.168.1.105,60535,->,203.0.113.88,443,tcp,CON,4.2,250,350000,340000,PA,From-Botnet-V42-TCP-Attempt-SPAM,1
1628597530.9780881,192.168.1.105,51505,->,203.0.113.88,443,tcp,CON,4.2,250,350000,340000,PA,From-Botnet-V42-TCP-Attempt-SPAM,1
1628597757.6356094,192.168.1.105,49838,->,203.0.113.88,443,tcp,CON,4.2,250,350000,340000,PA,From-Botnet-V42-TCP-Attempt-SPAM,1
1628597752.5306852,192.168.1.105,61091,->,203.0.113.88,443,tcp,CON,4.2,250,350000,340000,PA,From-Botnet-V42-TCP-Attempt-SPAM,1
1628597675.4176743,192.168.1.105,54195,->,203.0.113.88,443,tcp,CON,4.2,250,350000,340000,PA,From-Botnet-V42-TCP-Attempt-SPAM,1
1628597701.983167,192.168.1.105,54278,->,203.0.113.88,443,tcp,CON,4.2,250,350000,340000,PA,From-Botnet-V42-TCP-Attempt-SPAM,1
1628597535.7502747,192.168.1.105,60448,->,203.0.113.88,443,tcp,CON,4.2,250,350000,340000,PA,From-Botnet-V42-TCP-Attempt-SPAM,1
1628597597.6664526,192.168.1.105,63566,->,203.0.113.88,443,tcp,CON,4.2,250,350000,340000,PA,From-Botnet-V42-TCP-Attempt-SPAM,1
1628597716.5085545,192.168.1.105,59850,->,203.0.113.88,443,tcp,CON,4.2,250,350000,340000,PA,From-Botnet-V42-TCP-Attempt-SPAM,1
1628597683.9908905,192.168.1.105,60953,->,203.0.113.88,443,tcp,CON,4.2,250,350000,340000,PA,From-Botnet-V42-TCP-Attempt-SPAM,1
1628597558.145188,192.168.1.105,62177,->,203.0.113.88,443,tcp,CON,4.2,250,350000,340000,PA,From-Botnet-V42-TCP-Attempt-SPAM,1
1628597759.30988,192.168.1.105,63440,->,203.0.113.88,443,tcp,CON,4.2,250,350000,340000,PA,From-Botnet-V42-TCP-Attempt-SPAM,1
1628597544.5264688,192.168.1.105,65000,->,203.0.113.88,443,tcp,CON,4.2,250,350000,340000,PA,From-Botnet-V42-TCP-Attempt-SPAM,1
1628597559.269717,192.168.1.105,58230,->,203.0.113.88,443,tcp,CON,4.2,250,350000,340000,PA,From-Botnet-V42-TCP-Attempt-SPAM,1
1628597718.2209837,192.168.1.105,50250,->,203.0.113.88,443,tcp,CON,4.2,250,350000,340000,PA,From-Botnet-V42-TCP-Attempt-SPAM,1
1628597572.984707,192.168.1.105,60545,->,203.0.113.88,443,tcp,CON,4.2,250,350000,340000,PA,From-Botnet-V42-TCP-Attempt-SPAM,1
1628597705.4774673,192.168.1.105,52307,->,203.0.113.88,443,tcp,CON,4.2,250,350000,340000,PA,From-Botnet-V42-TCP-Attempt-SPAM,1
1628597677.0826914,192.168.1.105,54810,->,203.0.113.88,443,tcp,CON,4.2,250,350000,340000,PA,From-Botnet-V42-TCP-Attempt-SPAM,1
1628597728.3330374,192.168.1.105,60797,->,203.0.113.88,443,tcp,CON,4.2,250,350000,340000,PA,From-Botnet-V42-TCP-Attempt-SPAM,1
1628597556.253894,192.168.1.105,65115,->,203.0.113.88,443,tcp,CON,4.2,250,350000,340000,PA,From-Botnet-V42-TCP-Attempt-SPAM,1
1628597695.504816,192.168.1.105,55598,->,203.0.113.88,443,tcp,CON,4.2,250,350000,340000,PA,From-Botnet-V42-TCP-Attempt-SPAM,1
1628597620.734556,192.168.1.105,61370,->,203.0.113.88,443,tcp,CON,4.2,250,350000,340000,PA,From-Botnet-V42-TCP-Attempt-SPAM,1
1628597751.4849133,192.168.1.105,50834,->,203.0.113.88,443,tcp,CON,4.2,250,350000,340000,PA,From-Botnet-V42-TCP-Attempt-SPAM,1
1628597585.8116486,192.168.1.105,62850,->,203.0.113.88,443,tcp,CON,4.2,250,350000,340000,PA,From-Botnet-V42-TCP-Attempt-SPAM,1
1628597594.8684778,192.168.1.105,62009,->,203.0.113.88,443,tcp,CON,4.2,250,350000,340000,PA,From-Botnet-V42-TCP-Attempt-SPAM,1
1628597734.583809,192.168.1.105,52750,->,203.0.113.88,443,tcp,CON,4.2,250,350000,340000,PA,From-Botnet-V42-TCP-Attempt-SPAM,1
1628597699.0008829,192.168.1.105,64674,->,203.0.113.88,443,tcp,CON,4.2,250,350000,340000,PA,From-Botnet-V42-TCP-Attempt-SPAM,1
1628597527.47218,192.168.1.105,58136,->,203.0.113.88,443,tcp,CON,4.2,250,350000,340000,PA,From-Botnet-V42-TCP-Attempt-SPAM,1
1628597691.5817697,192.168.1.105,59153,->,203.0.113.88,443,tcp,CON,4.2,250,350000,340000,PA,From-Botnet-V42-TCP-Attempt-SPAM,1
1628597727.44598,192.168.1.105,51407,->,203.0.113.88,443,tcp,CON,4.2,250,350000,340000,PA,From-Botnet-V42-TCP-Attempt-SPAM,1
1628597650.3758733,192.168.1.105,54331,->,203.0.113.88,443,tcp,CON,4.2,250,350000,340000,PA,From-Botnet-V42-TCP-Attempt-SPAM,1
1628597564.5261238,192.168.1.105,54928,->,203.0.113.88,443,tcp,CON,4.2,250,350000,340000,PA,From-Botnet-V42-TCP-Attempt-SPAM,1
1628597541.8794777,192.168.1.105,57863,->,203.0.113.88,443,tcp,CON,4.2,250,350000,340000,PA,From-Botnet-V42-TCP-Attempt-SPAM,1
1628597705.0212426,192.168.1.105,63149,->,203.0.113.88,443,tcp,CON,4.2,250,350000,340000,PA,From-Botnet-V42-TCP-Attempt-SPAM,1
1628597647.2850544,192.168.1.105,55494,->,203.0.113.88,443,tcp,CON,4.2,250,350000,340000,PA,From-Botnet-V42-TCP-Attempt-SPAM,1
1628597670.2928772,192.168.1.105,50111,->,203.0.113.88,443,tcp,CON,4.2,250,350000,340000,PA,From-Botnet-V42-TCP-Attempt-SPAM,1
1628597590.6003137,192.168.1.105,54807,->,203.0.113.88,443,tcp,CON,4.2,250,350000,340000,PA,From-Botnet-V42-TCP-Attempt-SPAM,1
1628597741.0034835,192.168.1.105,52098,->,203.0.113.88,443,tcp,CON,4.2,250,350000,340000,PA,From-Botnet-V42-TCP-Attempt-SPAM,1
1628597564.51013,192.168.1.105,49678,->,203.0.113.88,443,tcp,CON,4.2,250,350000,340000,PA,From-Botnet-V42-TCP-Attempt-SPAM,1
1628597635.5653644,192.168.1.105,59597,->,203.0.113.88,443,tcp,CON,4.2,250,350000,340000,PA,From-Botnet-V42-TCP-Attempt-SPAM,1
1628597663.5985436,192.168.1.105,61309,->,203.0.113.88,443,tcp,CON,4.2,250,350000,340000,PA,From-Botnet-V42-TCP-Attempt-SPAM,1
1628597684.5356688,192.168.1.105,50915,->,203.0.113.88,443,tcp,CON,4.2,250,350000,340000,PA,From-Botnet-V42-TCP-Attempt-SPAM,1
1628597654.0190415,192.168.1.105,65455,->,203.0.113.88,443,tcp,CON,4.2,250,350000,340000,PA,From-Botnet-V42-TCP-Attempt-SPAM,1
1628597637.9826913,192.168.1.105,65342,->,203.0.113.88,443,tcp,CON,4.2,250,350000,340000,PA,From-Botnet-V42-TCP-Attempt-SPAM,1
1628597676.364672,192.168.1.105,55796,->,203.0.113.88,443,tcp,CON,4.2,250,350000,340000,PA,From-Botnet-V42-TCP-Attempt-SPAM,1
1628597584.558417,192.168.1.105,54615,->,203.0.113.88,443,tcp,CON,4.2,250,350000,340000,PA,From-Botnet-V42-TCP-Attempt-SPAM,1
1628597623.9792197,192.168.1.105,62527,->,203.0.113.88,443,tcp,CON,4.2,250,350000,340000,PA,From-Botnet-V42-TCP-Attempt-SPAM,1
1628597629.2528358,192.168.1.105,53319,->,203.0.113.88,443,tcp,CON,4.2,250,350000,340000,PA,From-Botnet-V42-TCP-Attempt-SPAM,1
